filename,times,segLen,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_mobile_indoor_1_r_m.mat,28,8,1680 / 1680 = 1.0,1170 / 1680 = 0.6964285714,944 / 1680 = 0.5619047619,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,9,1680 / 1680 = 1.0,1156 / 1680 = 0.6880952381,1006 / 1680 = 0.5988095238,28 / 28 = 1.0,3 / 28 = 0.1071428571,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,10,1680 / 1680 = 1.0,1042 / 1680 = 0.6202380952,914 / 1680 = 0.544047619,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,11,1680 / 1680 = 1.0,1136 / 1680 = 0.6761904762,954 / 1680 = 0.5678571429,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,12,1680 / 1680 = 1.0,1042 / 1680 = 0.6202380952,912 / 1680 = 0.5428571429,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,13,1680 / 1680 = 1.0,1110 / 1680 = 0.6607142857,964 / 1680 = 0.5738095238,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,14,1680 / 1680 = 1.0,1136 / 1680 = 0.6761904762,912 / 1680 = 0.5428571429,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,15,504 / 504 = 1.0,358 / 504 = 0.7103174603,310 / 504 = 0.6150793651,28 / 28 = 1.0,7 / 28 = 0.25,3 / 28 = 0.1071428571
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,148,4,25752 / 25752 = 1.0,16872 / 25752 = 0.6551724138,14048 / 25752 = 0.5455110283,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,5,25752 / 25752 = 1.0,16826 / 25752 = 0.6533861448,14054 / 25752 = 0.5457440199,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,6,25746 / 25752 = 0.9997670084,16544 / 25752 = 0.642435539,13886 / 25752 = 0.5392202547,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,7,25746 / 25752 = 0.9997670084,16394 / 25752 = 0.6366107487,13806 / 25752 = 0.5361136999,147 / 148 = 0.9932432432,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,8,8876 / 8880 = 0.9995495495,6226 / 8880 = 0.7011261261,4910 / 8880 = 0.5529279279,147 / 148 = 0.9932432432,7 / 148 = 0.0472972973,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,9,8880 / 8880 = 1.0,6272 / 8880 = 0.7063063063,4948 / 8880 = 0.5572072072,148 / 148 = 1.0,4 / 148 = 0.027027027,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,10,8880 / 8880 = 1.0,6208 / 8880 = 0.6990990991,4930 / 8880 = 0.5551801802,148 / 148 = 1.0,9 / 148 = 0.0608108108,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,11,8880 / 8880 = 1.0,6334 / 8880 = 0.7132882883,4816 / 8880 = 0.5423423423,148 / 148 = 1.0,11 / 148 = 0.0743243243,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,12,8880 / 8880 = 1.0,6230 / 8880 = 0.7015765766,4886 / 8880 = 0.5502252252,148 / 148 = 1.0,8 / 148 = 0.0540540541,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,13,8880 / 8880 = 1.0,6246 / 8880 = 0.7033783784,4870 / 8880 = 0.5484234234,148 / 148 = 1.0,9 / 148 = 0.0608108108,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,14,8880 / 8880 = 1.0,6128 / 8880 = 0.6900900901,4748 / 8880 = 0.5346846847,148 / 148 = 1.0,12 / 148 = 0.0810810811,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,15,2664 / 2664 = 1.0,2090 / 2664 = 0.7845345345,1452 / 2664 = 0.545045045,148 / 148 = 1.0,62 / 148 = 0.4189189189,6 / 148 = 0.0405405405
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,148,4,25752 / 25752 = 1.0,16784 / 25752 = 0.6517552035,14018 / 25752 = 0.5443460702,148 / 148 = 1.0,0 / 148 = 0.0,5 / 148 = 0.0337837838
../data/data_static_indoor_1_r_m.mat,148,5,25746 / 25752 = 0.9997670084,16484 / 25752 = 0.6401056229,13998 / 25752 = 0.5435694315,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,6,25752 / 25752 = 1.0,16434 / 25752 = 0.6381640261,13936 / 25752 = 0.5411618515,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,7,25746 / 25752 = 0.9997670084,16416 / 25752 = 0.6374650513,14004 / 25752 = 0.5438024231,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,8,8880 / 8880 = 1.0,6176 / 8880 = 0.6954954955,4936 / 8880 = 0.5558558559,148 / 148 = 1.0,5 / 148 = 0.0337837838,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,9,8880 / 8880 = 1.0,6012 / 8880 = 0.677027027,4820 / 8880 = 0.5427927928,148 / 148 = 1.0,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,10,8880 / 8880 = 1.0,6150 / 8880 = 0.6925675676,4868 / 8880 = 0.5481981982,148 / 148 = 1.0,4 / 148 = 0.027027027,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,11,8880 / 8880 = 1.0,6024 / 8880 = 0.6783783784,4930 / 8880 = 0.5551801802,148 / 148 = 1.0,5 / 148 = 0.0337837838,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,12,8880 / 8880 = 1.0,6176 / 8880 = 0.6954954955,4844 / 8880 = 0.5454954955,148 / 148 = 1.0,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,13,8880 / 8880 = 1.0,6120 / 8880 = 0.6891891892,4954 / 8880 = 0.5578828829,148 / 148 = 1.0,5 / 148 = 0.0337837838,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,14,8880 / 8880 = 1.0,6166 / 8880 = 0.6943693694,4874 / 8880 = 0.5488738739,148 / 148 = 1.0,7 / 148 = 0.0472972973,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,15,2664 / 2664 = 1.0,2014 / 2664 = 0.756006006,1466 / 2664 = 0.5503003003,148 / 148 = 1.0,48 / 148 = 0.3243243243,0 / 148 = 0.0
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,28,15,504 / 504 = 1.0,358 / 504 = 0.7103174603,256 / 504 = 0.5079365079,28 / 28 = 1.0,4 / 28 = 0.1428571429,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,14,1680 / 1680 = 1.0,1176 / 1680 = 0.7,886 / 1680 = 0.5273809524,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,13,1680 / 1680 = 1.0,1158 / 1680 = 0.6892857143,928 / 1680 = 0.5523809524,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,12,1680 / 1680 = 1.0,1024 / 1680 = 0.6095238095,918 / 1680 = 0.5464285714,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,11,1680 / 1680 = 1.0,1172 / 1680 = 0.6976190476,922 / 1680 = 0.5488095238,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,10,1680 / 1680 = 1.0,1132 / 1680 = 0.6738095238,952 / 1680 = 0.5666666667,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,9,1680 / 1680 = 1.0,1150 / 1680 = 0.6845238095,954 / 1680 = 0.5678571429,28 / 28 = 1.0,2 / 28 = 0.0714285714,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,8,1680 / 1680 = 1.0,1108 / 1680 = 0.6595238095,930 / 1680 = 0.5535714286,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,28,4,4872 / 4872 = 1.0,3130 / 4872 = 0.6424466338,2636 / 4872 = 0.5410509031,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,5,4868 / 4872 = 0.9991789819,3128 / 4872 = 0.6420361248,2598 / 4872 = 0.5332512315,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,6,4872 / 4872 = 1.0,3106 / 4872 = 0.6375205255,2648 / 4872 = 0.5435139573,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,7,4872 / 4872 = 1.0,3064 / 4872 = 0.6288998358,2670 / 4872 = 0.5480295567,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,8,1680 / 1680 = 1.0,1112 / 1680 = 0.6619047619,936 / 1680 = 0.5571428571,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,9,1680 / 1680 = 1.0,1134 / 1680 = 0.675,864 / 1680 = 0.5142857143,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,10,1680 / 1680 = 1.0,1198 / 1680 = 0.7130952381,906 / 1680 = 0.5392857143,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,11,1680 / 1680 = 1.0,1170 / 1680 = 0.6964285714,852 / 1680 = 0.5071428571,28 / 28 = 1.0,2 / 28 = 0.0714285714,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,12,1680 / 1680 = 1.0,1178 / 1680 = 0.7011904762,912 / 1680 = 0.5428571429,28 / 28 = 1.0,2 / 28 = 0.0714285714,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,13,1680 / 1680 = 1.0,1134 / 1680 = 0.675,916 / 1680 = 0.5452380952,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,14,1680 / 1680 = 1.0,1152 / 1680 = 0.6857142857,946 / 1680 = 0.5630952381,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,15,504 / 504 = 1.0,400 / 504 = 0.7936507937,294 / 504 = 0.5833333333,28 / 28 = 1.0,9 / 28 = 0.3214285714,3 / 28 = 0.1071428571
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,148,4,25752 / 25752 = 1.0,16858 / 25752 = 0.6546287667,14106 / 25752 = 0.5477632805,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,5,25752 / 25752 = 1.0,16520 / 25752 = 0.6415035725,13854 / 25752 = 0.5379776328,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,6,25752 / 25752 = 1.0,16134 / 25752 = 0.6265144455,13774 / 25752 = 0.534871078,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,7,25752 / 25752 = 1.0,16344 / 25752 = 0.6346691519,13742 / 25752 = 0.533628456,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,8,8880 / 8880 = 1.0,6220 / 8880 = 0.7004504505,4896 / 8880 = 0.5513513514,148 / 148 = 1.0,4 / 148 = 0.027027027,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,9,8880 / 8880 = 1.0,6158 / 8880 = 0.6934684685,4832 / 8880 = 0.5441441441,148 / 148 = 1.0,5 / 148 = 0.0337837838,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,10,8880 / 8880 = 1.0,6342 / 8880 = 0.7141891892,4964 / 8880 = 0.559009009,148 / 148 = 1.0,8 / 148 = 0.0540540541,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,11,8880 / 8880 = 1.0,6138 / 8880 = 0.6912162162,4726 / 8880 = 0.5322072072,148 / 148 = 1.0,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,12,8880 / 8880 = 1.0,6164 / 8880 = 0.6941441441,4888 / 8880 = 0.5504504505,148 / 148 = 1.0,8 / 148 = 0.0540540541,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,13,8880 / 8880 = 1.0,6148 / 8880 = 0.6923423423,4958 / 8880 = 0.5583333333,148 / 148 = 1.0,6 / 148 = 0.0405405405,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,14,8880 / 8880 = 1.0,5958 / 8880 = 0.6709459459,4738 / 8880 = 0.5335585586,148 / 148 = 1.0,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,15,2664 / 2664 = 1.0,1982 / 2664 = 0.743993994,1460 / 2664 = 0.548048048,148 / 148 = 1.0,48 / 148 = 0.3243243243,5 / 148 = 0.0337837838
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,128934 / 128934 = 1.0,87794 / 128934 = 0.6809220221,69608 / 128934 = 0.5398731134,741 / 741 = 1.0,2 / 741 = 0.0026990553,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,5,128934 / 128934 = 1.0,88006 / 128934 = 0.6825662742,69936 / 128934 = 0.5424170506,741 / 741 = 1.0,1 / 741 = 0.0013495277,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,6,128928 / 128934 = 0.9999534646,88460 / 128934 = 0.6860874556,70314 / 128934 = 0.5453487831,740 / 741 = 0.9986504723,1 / 741 = 0.0013495277,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,7,128934 / 128934 = 1.0,87606 / 128934 = 0.6794639118,70328 / 128934 = 0.5454573658,741 / 741 = 1.0,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,8,44460 / 44460 = 1.0,33720 / 44460 = 0.7584345479,24940 / 44460 = 0.5609536662,741 / 741 = 1.0,36 / 741 = 0.048582996,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,9,44456 / 44460 = 0.9999100315,33702 / 44460 = 0.7580296896,25040 / 44460 = 0.563202879,740 / 741 = 0.9986504723,34 / 741 = 0.0458839406,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,10,44460 / 44460 = 1.0,33912 / 44460 = 0.7627530364,25156 / 44460 = 0.5658119658,741 / 741 = 1.0,55 / 741 = 0.0742240216,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,11,44460 / 44460 = 1.0,33374 / 44460 = 0.7506522717,24816 / 44460 = 0.5581646424,741 / 741 = 1.0,37 / 741 = 0.0499325236,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,12,44460 / 44460 = 1.0,33294 / 44460 = 0.7488529015,24918 / 44460 = 0.5604588394,741 / 741 = 1.0,40 / 741 = 0.0539811066,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,13,44460 / 44460 = 1.0,33598 / 44460 = 0.7556905083,24960 / 44460 = 0.5614035088,741 / 741 = 1.0,51 / 741 = 0.0688259109,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,14,44460 / 44460 = 1.0,33330 / 44460 = 0.7496626181,25034 / 44460 = 0.5630679262,741 / 741 = 1.0,49 / 741 = 0.0661268556,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,15,13338 / 13338 = 1.0,10958 / 13338 = 0.8215624531,7738 / 13338 = 0.5801469486,741 / 741 = 1.0,327 / 741 = 0.4412955466,47 / 741 = 0.0634278003
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,144,4,25048 / 25056 = 0.9996807152,16866 / 25056 = 0.6731321839,13526 / 25056 = 0.5398307791,143 / 144 = 0.9930555556,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,5,25056 / 25056 = 1.0,16982 / 25056 = 0.6777618135,13828 / 25056 = 0.5518837803,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,6,25056 / 25056 = 1.0,16560 / 25056 = 0.6609195402,13476 / 25056 = 0.537835249,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,7,25056 / 25056 = 1.0,16634 / 25056 = 0.6638729246,13538 / 25056 = 0.5403097063,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,8,8640 / 8640 = 1.0,6276 / 8640 = 0.7263888889,4752 / 8640 = 0.55,144 / 144 = 1.0,6 / 144 = 0.0416666667,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,9,8640 / 8640 = 1.0,6414 / 8640 = 0.7423611111,4790 / 8640 = 0.5543981481,144 / 144 = 1.0,5 / 144 = 0.0347222222,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,10,8640 / 8640 = 1.0,6364 / 8640 = 0.7365740741,4976 / 8640 = 0.5759259259,144 / 144 = 1.0,7 / 144 = 0.0486111111,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,11,8640 / 8640 = 1.0,6500 / 8640 = 0.7523148148,4860 / 8640 = 0.5625,144 / 144 = 1.0,4 / 144 = 0.0277777778,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,12,8640 / 8640 = 1.0,6400 / 8640 = 0.7407407407,4798 / 8640 = 0.5553240741,144 / 144 = 1.0,7 / 144 = 0.0486111111,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,13,8636 / 8640 = 0.999537037,6300 / 8640 = 0.7291666667,4784 / 8640 = 0.5537037037,143 / 144 = 0.9930555556,8 / 144 = 0.0555555556,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,14,8640 / 8640 = 1.0,6222 / 8640 = 0.7201388889,4774 / 8640 = 0.5525462963,144 / 144 = 1.0,3 / 144 = 0.0208333333,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,15,2592 / 2592 = 1.0,2042 / 2592 = 0.787808642,1482 / 2592 = 0.5717592593,144 / 144 = 1.0,54 / 144 = 0.375,9 / 144 = 0.0625
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,144,4,25056 / 25056 = 1.0,18236 / 25056 = 0.7278097063,13792 / 25056 = 0.5504469987,144 / 144 = 1.0,1 / 144 = 0.0069444444,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,5,25056 / 25056 = 1.0,17632 / 25056 = 0.7037037037,13642 / 25056 = 0.5444604087,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,6,25056 / 25056 = 1.0,18020 / 25056 = 0.7191890166,13554 / 25056 = 0.5409482759,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,7,25056 / 25056 = 1.0,17766 / 25056 = 0.7090517241,13678 / 25056 = 0.5458971903,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,8,8632 / 8640 = 0.9990740741,6668 / 8640 = 0.7717592593,4870 / 8640 = 0.5636574074,143 / 144 = 0.9930555556,11 / 144 = 0.0763888889,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,9,8640 / 8640 = 1.0,6678 / 8640 = 0.7729166667,4784 / 8640 = 0.5537037037,144 / 144 = 1.0,9 / 144 = 0.0625,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,10,8640 / 8640 = 1.0,6698 / 8640 = 0.7752314815,4860 / 8640 = 0.5625,144 / 144 = 1.0,12 / 144 = 0.0833333333,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,11,8640 / 8640 = 1.0,6404 / 8640 = 0.7412037037,4894 / 8640 = 0.5664351852,144 / 144 = 1.0,9 / 144 = 0.0625,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,12,8640 / 8640 = 1.0,6754 / 8640 = 0.781712963,4952 / 8640 = 0.5731481481,144 / 144 = 1.0,11 / 144 = 0.0763888889,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,13,8634 / 8640 = 0.9993055556,6478 / 8640 = 0.7497685185,4694 / 8640 = 0.543287037,143 / 144 = 0.9930555556,4 / 144 = 0.0277777778,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,14,8636 / 8640 = 0.999537037,6604 / 8640 = 0.7643518519,4850 / 8640 = 0.5613425926,143 / 144 = 0.9930555556,8 / 144 = 0.0555555556,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,15,2592 / 2592 = 1.0,2198 / 2592 = 0.8479938272,1486 / 2592 = 0.5733024691,144 / 144 = 1.0,71 / 144 = 0.4930555556,8 / 144 = 0.0555555556
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,144,4,25056 / 25056 = 1.0,24696 / 25056 = 0.9856321839,13730 / 25056 = 0.5479725415,144 / 144 = 1.0,101 / 144 = 0.7013888889,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,5,25056 / 25056 = 1.0,24650 / 25056 = 0.9837962963,13700 / 25056 = 0.5467752235,144 / 144 = 1.0,92 / 144 = 0.6388888889,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,6,25056 / 25056 = 1.0,24568 / 25056 = 0.9805236271,13806 / 25056 = 0.5510057471,144 / 144 = 1.0,91 / 144 = 0.6319444444,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,7,25052 / 25056 = 0.9998403576,24610 / 25056 = 0.9821998723,13776 / 25056 = 0.5498084291,143 / 144 = 0.9930555556,90 / 144 = 0.625,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,8,8640 / 8640 = 1.0,8556 / 8640 = 0.9902777778,4984 / 8640 = 0.5768518519,144 / 144 = 1.0,129 / 144 = 0.8958333333,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,9,8640 / 8640 = 1.0,8562 / 8640 = 0.9909722222,4904 / 8640 = 0.5675925926,144 / 144 = 1.0,128 / 144 = 0.8888888889,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,10,8640 / 8640 = 1.0,8516 / 8640 = 0.9856481481,4896 / 8640 = 0.5666666667,144 / 144 = 1.0,125 / 144 = 0.8680555556,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,11,8640 / 8640 = 1.0,8582 / 8640 = 0.993287037,4866 / 8640 = 0.5631944444,144 / 144 = 1.0,132 / 144 = 0.9166666667,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,12,8632 / 8640 = 0.9990740741,8494 / 8640 = 0.9831018519,4838 / 8640 = 0.5599537037,143 / 144 = 0.9930555556,122 / 144 = 0.8472222222,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,13,8640 / 8640 = 1.0,8526 / 8640 = 0.9868055556,5006 / 8640 = 0.5793981481,144 / 144 = 1.0,121 / 144 = 0.8402777778,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,14,8640 / 8640 = 1.0,8494 / 8640 = 0.9831018519,4938 / 8640 = 0.5715277778,144 / 144 = 1.0,121 / 144 = 0.8402777778,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,15,2592 / 2592 = 1.0,2588 / 2592 = 0.9984567901,1512 / 2592 = 0.5833333333,144 / 144 = 1.0,143 / 144 = 0.9930555556,7 / 144 = 0.0486111111
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,144,4,25056 / 25056 = 1.0,24390 / 25056 = 0.9734195402,13708 / 25056 = 0.5470945083,144 / 144 = 1.0,75 / 144 = 0.5208333333,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,5,25042 / 25056 = 0.9994412516,24232 / 25056 = 0.9671136654,13664 / 25056 = 0.5453384419,141 / 144 = 0.9791666667,65 / 144 = 0.4513888889,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,6,25012 / 25056 = 0.9982439336,24176 / 25056 = 0.9648786718,13834 / 25056 = 0.5521232439,138 / 144 = 0.9583333333,66 / 144 = 0.4583333333,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,7,24992 / 25056 = 0.9974457216,24146 / 25056 = 0.9636813538,13624 / 25056 = 0.5437420179,135 / 144 = 0.9375,60 / 144 = 0.4166666667,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,8,8628 / 8640 = 0.9986111111,8440 / 8640 = 0.9768518519,4980 / 8640 = 0.5763888889,141 / 144 = 0.9791666667,117 / 144 = 0.8125,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,9,8640 / 8640 = 1.0,8460 / 8640 = 0.9791666667,4840 / 8640 = 0.5601851852,144 / 144 = 1.0,115 / 144 = 0.7986111111,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,10,8626 / 8640 = 0.9983796296,8410 / 8640 = 0.9733796296,4978 / 8640 = 0.5761574074,141 / 144 = 0.9791666667,113 / 144 = 0.7847222222,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,11,8624 / 8640 = 0.9981481481,8408 / 8640 = 0.9731481481,5018 / 8640 = 0.580787037,140 / 144 = 0.9722222222,104 / 144 = 0.7222222222,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,12,8632 / 8640 = 0.9990740741,8480 / 8640 = 0.9814814815,4980 / 8640 = 0.5763888889,143 / 144 = 0.9930555556,118 / 144 = 0.8194444444,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,13,8630 / 8640 = 0.9988425926,8418 / 8640 = 0.9743055556,5112 / 8640 = 0.5916666667,142 / 144 = 0.9861111111,110 / 144 = 0.7638888889,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,14,8628 / 8640 = 0.9986111111,8388 / 8640 = 0.9708333333,4932 / 8640 = 0.5708333333,142 / 144 = 0.9861111111,104 / 144 = 0.7222222222,0 / 144 = 0.0
