filename,times,segLen,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_mobile_indoor_1_r_m.mat,28,13,1680 / 1680 = 1.0,1138 / 1680 = 0.6773809524,848 / 1680 = 0.5047619048,28 / 28 = 1.0,2 / 28 = 0.0714285714,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,12,1672 / 1680 = 0.9952380952,1078 / 1680 = 0.6416666667,916 / 1680 = 0.5452380952,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,11,1680 / 1680 = 1.0,1154 / 1680 = 0.6869047619,868 / 1680 = 0.5166666667,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,10,1680 / 1680 = 1.0,1116 / 1680 = 0.6642857143,976 / 1680 = 0.580952381,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,9,1678 / 1680 = 0.9988095238,1124 / 1680 = 0.669047619,946 / 1680 = 0.5630952381,27 / 28 = 0.9642857143,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,8,1680 / 1680 = 1.0,1150 / 1680 = 0.6845238095,892 / 1680 = 0.530952381,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,7,4864 / 4872 = 0.9983579639,3028 / 4872 = 0.6215106732,2576 / 4872 = 0.5287356322,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,6,4872 / 4872 = 1.0,3086 / 4872 = 0.6334154351,2510 / 4872 = 0.5151888342,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,5,4872 / 4872 = 1.0,3172 / 4872 = 0.6510673235,2504 / 4872 = 0.5139573071,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,4,4872 / 4872 = 1.0,3134 / 4872 = 0.6432676519,2546 / 4872 = 0.5225779967,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,28,15,1680 / 1680 = 1.0,1224 / 1680 = 0.7285714286,836 / 1680 = 0.4976190476,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,14,4856 / 4872 = 0.9967159278,3618 / 4872 = 0.7426108374,2504 / 4872 = 0.5139573071,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,13,4872 / 4872 = 1.0,3576 / 4872 = 0.7339901478,2500 / 4872 = 0.513136289,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,12,4856 / 4872 = 0.9967159278,3626 / 4872 = 0.7442528736,2492 / 4872 = 0.5114942529,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,11,4872 / 4872 = 1.0,3424 / 4872 = 0.7027914614,2580 / 4872 = 0.5295566502,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,10,4872 / 4872 = 1.0,3634 / 4872 = 0.7458949097,2564 / 4872 = 0.526272578,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,9,4872 / 4872 = 1.0,3512 / 4872 = 0.7208538588,2556 / 4872 = 0.5246305419,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,8,4860 / 4872 = 0.9975369458,3430 / 4872 = 0.7040229885,2252 / 4872 = 0.4622331691,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,7,12926 / 12992 = 0.9949199507,8904 / 12992 = 0.6853448276,6602 / 12992 = 0.508158867,24 / 28 = 0.8571428571,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,6,12992 / 12992 = 1.0,8248 / 12992 = 0.6348522167,6524 / 12992 = 0.5021551724,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,5,12960 / 12992 = 0.9975369458,8162 / 12992 = 0.6282327586,6520 / 12992 = 0.5018472906,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,4,12914 / 12992 = 0.9939963054,8440 / 12992 = 0.6496305419,6350 / 12992 = 0.4887623153,23 / 28 = 0.8214285714,0 / 28 = 0.0,0 / 28 = 0.0
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,28,15,1674 / 1680 = 0.9964285714,1204 / 1680 = 0.7166666667,780 / 1680 = 0.4642857143,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,14,4872 / 4872 = 1.0,3654 / 4872 = 0.75,2508 / 4872 = 0.5147783251,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,13,4872 / 4872 = 1.0,3492 / 4872 = 0.7167487685,2428 / 4872 = 0.4983579639,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,12,4872 / 4872 = 1.0,3628 / 4872 = 0.7446633826,2476 / 4872 = 0.5082101806,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,11,4852 / 4872 = 0.9958949097,3378 / 4872 = 0.6933497537,2528 / 4872 = 0.5188834154,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,10,4872 / 4872 = 1.0,3486 / 4872 = 0.7155172414,2586 / 4872 = 0.5307881773,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,9,4860 / 4872 = 0.9975369458,3320 / 4872 = 0.6814449918,2410 / 4872 = 0.4946633826,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,8,4854 / 4872 = 0.9963054187,3458 / 4872 = 0.7097701149,2304 / 4872 = 0.4729064039,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,7,12964 / 12992 = 0.9978448276,8310 / 12992 = 0.6396243842,6570 / 12992 = 0.5056958128,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,6,12928 / 12992 = 0.9950738916,8184 / 12992 = 0.6299261084,6324 / 12992 = 0.4867610837,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,5,12976 / 12992 = 0.9987684729,8298 / 12992 = 0.6387007389,6504 / 12992 = 0.5006157635,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,4,12980 / 12992 = 0.9990763547,8092 / 12992 = 0.6228448276,6336 / 12992 = 0.4876847291,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,28,15,1680 / 1680 = 1.0,1230 / 1680 = 0.7321428571,770 / 1680 = 0.4583333333,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,14,4854 / 4872 = 0.9963054187,3488 / 4872 = 0.7159277504,2454 / 4872 = 0.5036945813,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,13,4872 / 4872 = 1.0,3566 / 4872 = 0.7319376026,2486 / 4872 = 0.5102627258,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,12,4872 / 4872 = 1.0,3428 / 4872 = 0.7036124795,2418 / 4872 = 0.4963054187,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,11,4858 / 4872 = 0.9971264368,3458 / 4872 = 0.7097701149,2466 / 4872 = 0.5061576355,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,10,4872 / 4872 = 1.0,3394 / 4872 = 0.6966338259,2584 / 4872 = 0.5303776683,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,9,4872 / 4872 = 1.0,3326 / 4872 = 0.6826765189,2486 / 4872 = 0.5102627258,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,8,4872 / 4872 = 1.0,3500 / 4872 = 0.7183908046,2316 / 4872 = 0.4753694581,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,7,12988 / 12992 = 0.9996921182,8584 / 12992 = 0.6607142857,6548 / 12992 = 0.5040024631,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,6,12966 / 12992 = 0.9979987685,8124 / 12992 = 0.6253078818,6552 / 12992 = 0.5043103448,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,5,12980 / 12992 = 0.9990763547,7980 / 12992 = 0.6142241379,6508 / 12992 = 0.5009236453,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,4,12990 / 12992 = 0.9998460591,8180 / 12992 = 0.6296182266,6334 / 12992 = 0.4875307882,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,148,4,68610 / 68672 = 0.9990971575,44464 / 68672 = 0.6474836906,33982 / 68672 = 0.4948450606,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,5,68586 / 68672 = 0.9987476701,44140 / 68672 = 0.6427656104,34456 / 68672 = 0.5017474371,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,6,68594 / 68672 = 0.9988641659,43716 / 68672 = 0.6365913327,34278 / 68672 = 0.4991554054,142 / 148 = 0.9594594595,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,7,68610 / 68672 = 0.9990971575,45746 / 68672 = 0.6661521435,34586 / 68672 = 0.5036404939,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,8,25734 / 25752 = 0.9993010252,18732 / 25752 = 0.7273998136,12164 / 25752 = 0.472351662,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,9,25720 / 25752 = 0.9987573781,18470 / 25752 = 0.7172258465,13206 / 25752 = 0.5128145387,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,10,25752 / 25752 = 1.0,18976 / 25752 = 0.7368748058,13540 / 25752 = 0.5257844051,148 / 148 = 1.0,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,11,25748 / 25752 = 0.9998446723,18664 / 25752 = 0.724759242,13108 / 25752 = 0.509009009,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,12,25742 / 25752 = 0.9996116806,19698 / 25752 = 0.7649114632,13238 / 25752 = 0.5140571606,147 / 148 = 0.9932432432,4 / 148 = 0.027027027,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,13,25752 / 25752 = 1.0,19116 / 25752 = 0.7423112768,13170 / 25752 = 0.511416589,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,14,25752 / 25752 = 1.0,19372 / 25752 = 0.7522522523,13020 / 25752 = 0.5055917987,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,15,8880 / 8880 = 1.0,6866 / 8880 = 0.7731981982,4192 / 8880 = 0.4720720721,148 / 148 = 1.0,11 / 148 = 0.0743243243,0 / 148 = 0.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,148,4,68542 / 68672 = 0.9981069432,44694 / 68672 = 0.650832945,33892 / 68672 = 0.4935344828,136 / 148 = 0.9189189189,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,5,68632 / 68672 = 0.999417521,43402 / 68672 = 0.6320188723,34404 / 68672 = 0.5009902144,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,6,68648 / 68672 = 0.9996505126,43372 / 68672 = 0.631582013,34550 / 68672 = 0.5031162628,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,7,68646 / 68672 = 0.9996213886,45920 / 68672 = 0.6686859273,34196 / 68672 = 0.4979613234,147 / 148 = 0.9932432432,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,8,25752 / 25752 = 1.0,18688 / 25752 = 0.7256912084,12182 / 25752 = 0.4730506368,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,9,25740 / 25752 = 0.9995340168,18314 / 25752 = 0.7111680646,13102 / 25752 = 0.5087760174,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,10,25712 / 25752 = 0.9984467226,18956 / 25752 = 0.7360981671,13522 / 25752 = 0.5250854303,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,11,25752 / 25752 = 1.0,18526 / 25752 = 0.7194004349,13018 / 25752 = 0.5055141348,148 / 148 = 1.0,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,12,25752 / 25752 = 1.0,19364 / 25752 = 0.7519415968,13262 / 25752 = 0.5149891271,148 / 148 = 1.0,4 / 148 = 0.027027027,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,13,25752 / 25752 = 1.0,18998 / 25752 = 0.7377291084,13052 / 25752 = 0.5068344206,148 / 148 = 1.0,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,14,25744 / 25752 = 0.9996893445,18928 / 25752 = 0.7350108729,12938 / 25752 = 0.50240758,146 / 148 = 0.9864864865,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,15,8880 / 8880 = 1.0,6770 / 8880 = 0.7623873874,4200 / 8880 = 0.472972973,148 / 148 = 1.0,4 / 148 = 0.027027027,0 / 148 = 0.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,148,4,25730 / 25752 = 0.9991456974,16372 / 25752 = 0.6357564461,13184 / 25752 = 0.5119602361,145 / 148 = 0.9797297297,0 / 148 = 0.0,5 / 148 = 0.0337837838
../data/data_static_indoor_1_r_m.mat,148,5,25740 / 25752 = 0.9995340168,16324 / 25752 = 0.6338925132,13262 / 25752 = 0.5149891271,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,6,25708 / 25752 = 0.9982913948,16006 / 25752 = 0.6215439578,13250 / 25752 = 0.5145231438,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,7,24766 / 25752 = 0.9617117117,15970 / 25752 = 0.6201460081,13656 / 25752 = 0.5302889096,91 / 148 = 0.6148648649,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,8,8880 / 8880 = 1.0,6060 / 8880 = 0.6824324324,4438 / 8880 = 0.4997747748,148 / 148 = 1.0,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,9,8720 / 8880 = 0.981981982,5992 / 8880 = 0.6747747748,4902 / 8880 = 0.552027027,128 / 148 = 0.8648648649,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,10,8648 / 8880 = 0.9738738739,5822 / 8880 = 0.6556306306,4882 / 8880 = 0.5497747748,122 / 148 = 0.8243243243,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,11,8876 / 8880 = 0.9995495495,5906 / 8880 = 0.6650900901,4540 / 8880 = 0.5112612613,147 / 148 = 0.9932432432,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,12,8466 / 8880 = 0.9533783784,5848 / 8880 = 0.6585585586,4728 / 8880 = 0.5324324324,111 / 148 = 0.75,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,13,8870 / 8880 = 0.9988738739,6060 / 8880 = 0.6824324324,4444 / 8880 = 0.5004504505,146 / 148 = 0.9864864865,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,14,8878 / 8880 = 0.9997747748,6094 / 8880 = 0.6862612613,4580 / 8880 = 0.5157657658,147 / 148 = 0.9932432432,5 / 148 = 0.0337837838,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,15,2664 / 2664 = 1.0,1902 / 2664 = 0.713963964,1306 / 2664 = 0.4902402402,148 / 148 = 1.0,33 / 148 = 0.222972973,0 / 148 = 0.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,148,4,25728 / 25752 = 0.9990680336,16558 / 25752 = 0.6429791861,13372 / 25752 = 0.51926064,144 / 148 = 0.972972973,0 / 148 = 0.0,6 / 148 = 0.0405405405
../data/data_static_indoor_1_r_m.mat,148,5,25734 / 25752 = 0.9993010252,16198 / 25752 = 0.6289996893,13042 / 25752 = 0.5064461013,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,6,25726 / 25752 = 0.9989903697,16014 / 25752 = 0.6218546132,13252 / 25752 = 0.5146008077,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,7,24760 / 25752 = 0.9614787201,16144 / 25752 = 0.6269027648,13654 / 25752 = 0.5302112457,91 / 148 = 0.6148648649,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,8,8880 / 8880 = 1.0,6082 / 8880 = 0.6849099099,4608 / 8880 = 0.5189189189,148 / 148 = 1.0,4 / 148 = 0.027027027,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,9,8742 / 8880 = 0.9844594595,5968 / 8880 = 0.6720720721,4842 / 8880 = 0.5452702703,130 / 148 = 0.8783783784,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,10,8618 / 8880 = 0.9704954955,5978 / 8880 = 0.6731981982,4788 / 8880 = 0.5391891892,116 / 148 = 0.7837837838,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,11,8880 / 8880 = 1.0,6152 / 8880 = 0.6927927928,4542 / 8880 = 0.5114864865,148 / 148 = 1.0,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,12,8546 / 8880 = 0.9623873874,5762 / 8880 = 0.6488738739,4772 / 8880 = 0.5373873874,115 / 148 = 0.777027027,6 / 148 = 0.0405405405,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,13,8868 / 8880 = 0.9986486486,6090 / 8880 = 0.6858108108,4652 / 8880 = 0.5238738739,146 / 148 = 0.9864864865,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,14,8872 / 8880 = 0.9990990991,6062 / 8880 = 0.6826576577,4558 / 8880 = 0.5132882883,147 / 148 = 0.9932432432,9 / 148 = 0.0608108108,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,15,2664 / 2664 = 1.0,1962 / 2664 = 0.7364864865,1338 / 2664 = 0.5022522523,148 / 148 = 1.0,42 / 148 = 0.2837837838,0 / 148 = 0.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,148,4,25734 / 25752 = 0.9993010252,16730 / 25752 = 0.649658279,13340 / 25752 = 0.518018018,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,5,25734 / 25752 = 0.9993010252,16500 / 25752 = 0.6407269338,13124 / 25752 = 0.50963032,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,6,25732 / 25752 = 0.9992233613,16364 / 25752 = 0.6354457906,13134 / 25752 = 0.5100186393,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,7,24842 / 25752 = 0.9646629388,16238 / 25752 = 0.6305529668,13736 / 25752 = 0.5333954644,99 / 148 = 0.6689189189,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,8,8876 / 8880 = 0.9995495495,6188 / 8880 = 0.6968468468,4658 / 8880 = 0.5245495495,147 / 148 = 0.9932432432,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,9,8752 / 8880 = 0.9855855856,6110 / 8880 = 0.6880630631,4782 / 8880 = 0.5385135135,132 / 148 = 0.8918918919,5 / 148 = 0.0337837838,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,10,8640 / 8880 = 0.972972973,5828 / 8880 = 0.6563063063,4826 / 8880 = 0.5434684685,122 / 148 = 0.8243243243,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,11,8880 / 8880 = 1.0,5916 / 8880 = 0.6662162162,4570 / 8880 = 0.5146396396,148 / 148 = 1.0,2 / 148 = 0.0135135135,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,12,8558 / 8880 = 0.9637387387,5796 / 8880 = 0.6527027027,4824 / 8880 = 0.5432432432,121 / 148 = 0.8175675676,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,13,8880 / 8880 = 1.0,6244 / 8880 = 0.7031531532,4580 / 8880 = 0.5157657658,148 / 148 = 1.0,7 / 148 = 0.0472972973,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,14,8874 / 8880 = 0.9993243243,6138 / 8880 = 0.6912162162,4578 / 8880 = 0.5155405405,147 / 148 = 0.9932432432,10 / 148 = 0.0675675676,0 / 148 = 0.0
../data/data_static_indoor_1_r_m.mat,148,15,2664 / 2664 = 1.0,1964 / 2664 = 0.7372372372,1460 / 2664 = 0.548048048,148 / 148 = 1.0,43 / 148 = 0.2905405405,9 / 148 = 0.0608108108
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,28,15,504 / 504 = 1.0,372 / 504 = 0.7380952381,276 / 504 = 0.5476190476,28 / 28 = 1.0,9 / 28 = 0.3214285714,3 / 28 = 0.1071428571
../data/data_mobile_indoor_1_r_m.mat,28,14,1680 / 1680 = 1.0,1086 / 1680 = 0.6464285714,856 / 1680 = 0.5095238095,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,13,1680 / 1680 = 1.0,1130 / 1680 = 0.6726190476,842 / 1680 = 0.5011904762,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,12,1680 / 1680 = 1.0,1024 / 1680 = 0.6095238095,840 / 1680 = 0.5,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,11,1680 / 1680 = 1.0,1078 / 1680 = 0.6416666667,842 / 1680 = 0.5011904762,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,10,1674 / 1680 = 0.9964285714,1090 / 1680 = 0.6488095238,918 / 1680 = 0.5464285714,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,9,1680 / 1680 = 1.0,1072 / 1680 = 0.6380952381,952 / 1680 = 0.5666666667,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,8,1672 / 1680 = 0.9952380952,1150 / 1680 = 0.6845238095,848 / 1680 = 0.5047619048,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,7,4862 / 4872 = 0.9979474548,2978 / 4872 = 0.6112479475,2630 / 4872 = 0.539819376,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,6,4872 / 4872 = 1.0,2990 / 4872 = 0.6137110016,2518 / 4872 = 0.5168308703,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,5,4872 / 4872 = 1.0,3070 / 4872 = 0.6301313629,2480 / 4872 = 0.5090311987,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,4,4860 / 4872 = 0.9975369458,3000 / 4872 = 0.6157635468,2512 / 4872 = 0.5155993432,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,28,4,4872 / 4872 = 1.0,3164 / 4872 = 0.6494252874,2600 / 4872 = 0.5336617406,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,5,4862 / 4872 = 0.9979474548,3080 / 4872 = 0.632183908,2634 / 4872 = 0.5406403941,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,6,4868 / 4872 = 0.9991789819,3006 / 4872 = 0.6169950739,2582 / 4872 = 0.5299671593,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r_m.mat,28,7,4872 / 4872 = 1.0,3124 / 4872 = 0.6412151067,2688 / 4872 = 0.5517241379,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
